x_m,y_m,height_m
1.209271862792967056e+00,-1.555116655578613205e+01,9.609831575885946497e-01
5.008927186279296251e+01,1.019883344421386795e+01,9.609490266850585494e-01
3.687927186279296876e+01,-8.511665557861363141e-01,9.609425698649201042e-01
3.435927186279295853e+01,-2.488116655578613390e+01,9.609332083829162929e-01
8.049271862792963361e+00,-2.244116655578613262e+01,9.609314332876798259e-01
4.119927186279296194e+01,-1.232116655578613162e+01,9.609310818633355344e-01
3.219927186279296194e+01,-6.731166555786131767e+00,9.608926418303666006e-01
2.272927186279296308e+01,-6.621166555786132335e+00,9.608680588112651355e-01
6.396927186279297217e+01,-1.352116655578613447e+01,9.608599355644190654e-01
-5.072813720703805984e-02,-1.336116655578613432e+01,9.607962762864774575e-01
1.583927186279296251e+01,-1.625116655578613489e+01,9.606915135128093475e-01
7.119271862792963645e+00,-2.401116655578613290e+01,9.606772497042982417e-01
5.848927186279296819e+01,-2.730116655578613205e+01,9.606734389404988361e-01
-3.730728137207037776e+00,-2.401116655578613290e+01,9.606611971575725883e-01
3.844927186279296194e+01,-1.175116655578613489e+01,9.606476787251286842e-01
2.037927186279296876e+01,3.978833444213869086e+00,9.606382278573447620e-01
2.733927186279296251e+01,-7.261166555786132903e+00,9.606276008462907301e-01
5.327927186279296023e+01,-1.063116655578613390e+01,9.605931316341064230e-01
5.510927186279297274e+01,3.338833444213868518e+00,9.605672054452141229e-01
8.499271862792966203e+00,8.488334442138665281e-01,9.605565210072415372e-01
-9.580728137207032091e+00,-1.106116655578613361e+01,9.605541614957030516e-01
4.333927186279296251e+01,-2.691116655578613148e+01,9.605389884045021365e-01
2.041927186279296080e+01,-6.271166555786130914e+00,9.604812541257827796e-01
1.735927186279296563e+01,-5.071166555786135177e+00,9.604786367684901016e-01
1.565927186279296279e+01,-3.936116655578613432e+01,9.604446636454700981e-01
3.055927186279296137e+01,-1.621116655578613219e+01,9.604240114997757427e-01
2.264927186279296478e+01,-3.853116655578613603e+01,9.603735100511616718e-01
5.015927186279296990e+01,5.178833444213864823e+00,9.603315297425190078e-01
2.580927186279296137e+01,-2.237116655578613234e+01,9.603176349285649227e-01
1.688927186279296677e+01,8.808833444213867381e+00,9.602997516608361428e-01
5.835927186279297274e+01,-1.854116655578613404e+01,9.602993558204029334e-01
1.895927186279296706e+01,9.848833444213866528e+00,9.602971892293130640e-01
1.529271862792967340e+00,-1.097116655578613376e+01,9.602858257561212030e-01
1.690927186279296279e+01,5.858833444213864539e+00,9.602519103587368043e-01
2.742927186279296592e+01,-2.465116655578613347e+01,9.602387121981073026e-01
4.149927186279295910e+01,-1.544116655578613262e+01,9.602274244587515328e-01
5.689927186279296478e+01,-1.981166555786131767e+00,9.602258679996268365e-01
5.007927186279297160e+01,2.508833444213870223e+00,9.601902154629154973e-01
3.082927186279297160e+01,-2.231116655578613361e+01,9.601890563234013465e-01
-3.130728137207036355e+00,-1.061116655578613432e+01,9.601851867314062927e-01
6.380927186279296137e+01,-2.048116655578613177e+01,9.601574214598059820e-01
4.396927186279297217e+01,-2.851166555786136314e+00,9.601553589398851285e-01
6.526927186279297644e+01,-1.668116655578613461e+01,9.601196077335265588e-01
1.448927186279296819e+01,-3.950116655578613489e+01,9.600864975957387193e-01
4.328927186279296535e+01,1.888833444213865675e+00,9.600761836167637231e-01
5.404927186279297047e+01,2.078833444213870507e+00,9.600697811778281521e-01
5.845927186279296706e+01,-2.311116655578613432e+01,9.600524617324325272e-01
5.247927186279296308e+01,3.028833444213866244e+00,9.600220079381134308e-01
2.658927186279296251e+01,-8.491166555786129777e+00,9.600202291589454706e-01
-6.150728137207032375e+00,-1.636116655578613432e+01,9.600134156173015798e-01
3.949271862792961940e+00,-3.836116655578613432e+01,9.599773496714486543e-01
1.734927186279296762e+01,-1.016116655578613148e+01,9.599757108372356518e-01
5.435927186279297274e+01,-2.150116655578613489e+01,9.599675841852375324e-01
1.513927186279296677e+01,-1.555116655578613205e+01,9.599611618389921608e-01
6.448927186279297530e+01,-1.188116655578613390e+01,9.599099754983875243e-01
2.879271862792961656e+00,-1.934116655578613475e+01,9.598984976302408212e-01
2.944927186279296194e+01,-2.615116655578613347e+01,9.598593292737988003e-01
3.340927186279296990e+01,-9.401166555786133472e+00,9.598417926876405826e-01
3.231927186279296649e+01,-2.311116655578613432e+01,9.597814564497081369e-01
4.026927186279296933e+01,-2.385116655578613276e+01,9.597794788707180169e-01
2.041927186279296080e+01,-1.479116655578613404e+01,9.597576447899148766e-01
3.129927186279297047e+01,-2.800116655578613489e+01,9.596373478290463055e-01
4.326927186279296933e+01,-1.061166555786130061e+00,9.596293322413416149e-01
2.657927186279297160e+01,2.168833444213866812e+00,9.596233291423260647e-01
3.124927186279295910e+01,-1.698116655578613177e+01,9.595920774897090944e-01
2.279927186279297047e+01,-3.836116655578613432e+01,9.595551885978019779e-01
3.136927186279296365e+01,-2.750116655578613489e+01,9.595463826742763880e-01
1.889927186279296478e+01,-4.601166555786136314e+00,9.595393158878217088e-01
-5.380728137207036355e+00,-9.831166555786133188e+00,9.595322298138450057e-01
4.042927186279296592e+01,-8.571166555786135177e+00,9.595320139744855092e-01
1.167927186279296592e+01,-1.778116655578613248e+01,9.595182266939478177e-01
5.466927186279296080e+01,-2.233116655578613319e+01,9.595152152760151321e-01
5.095927186279296706e+01,4.508833444213870223e+00,9.594777728269936468e-01
-5.807281372070320913e-01,-1.637116655578613234e+01,9.594680025912261101e-01
2.543927186279297104e+01,-1.325116655578613489e+01,9.594648257726293705e-01
6.223927186279296819e+01,-2.948116655578613177e+01,9.594592091054917615e-01
4.251927186279296933e+01,-7.451166555786130630e+00,9.594591651525802289e-01
4.927186279296336124e-02,-3.698116655578613177e+01,9.594496303865249764e-01
4.325927186279296421e+01,-2.461116655578613432e+01,9.594367017764551253e-01
2.727927186279296023e+01,-2.977116655578613091e+01,9.594318222641595728e-01
5.307927186279297160e+01,9.858833444213864539e+00,9.594312190007210361e-01
-4.640728137207034365e+00,-6.531166555786136030e+00,9.594085857158447528e-01
2.031927186279296649e+01,1.005883344421386738e+01,9.594045732750113853e-01
4.249927186279295910e+01,-5.411665557861340403e-01,9.593002186037374868e-01
5.021927186279297217e+01,4.168833444213866812e+00,9.592775737054177743e-01
-8.060728137207036070e+00,-3.775116655578613489e+01,9.592775345040877033e-01
3.666927186279296080e+01,-1.168116655578613461e+01,9.592685089144387112e-01
4.420927186279296706e+01,-1.770116655578613418e+01,9.592678183981583340e-01
8.309271862792961372e+00,-1.942116655578613305e+01,9.592379597137434821e-01
3.970927186279296706e+01,3.088883344421386568e+01,9.592373369429421093e-01
4.130927186279296137e+01,-1.770116655578613418e+01,9.592315369072680342e-01
4.738927186279295967e+01,-1.471116655578613219e+01,9.592306998254779282e-01
1.004927186279296336e+01,-1.630116655578613205e+01,9.592163676630310887e-01
2.331927186279296649e+01,-1.777116655578613447e+01,9.592154523174525327e-01
8.699271862792961940e+00,-3.818116655578613461e+01,9.591660040864236070e-01
2.194927186279296194e+01,-5.961166555786135746e+00,9.591149600889227189e-01
6.272927186279296308e+01,-9.371166555786132335e+00,9.591129738131349836e-01
1.762927186279296166e+01,-9.401166555786133472e+00,9.590995013127003865e-01
5.484927186279296762e+01,-2.386116655578613432e+01,9.590306095029313971e-01
-8.160728137207037491e+00,-3.861116655578613432e+01,9.590253052375101728e-01
4.666927186279296080e+01,-2.886116655578613432e+01,9.589573747655495417e-01
2.899927186279295910e+01,-2.538116655578613390e+01,9.589449623882576601e-01
2.502927186279296023e+01,-8.891166555786135461e+00,9.589207658397129741e-01
2.984927186279296762e+01,-7.331166555786133188e+00,9.588769909610198594e-01
5.674927186279295910e+01,1.998833444213865107e+00,9.588322449824789873e-01
1.392927186279296592e+01,-1.937116655578613234e+01,9.587452055218004254e-01
1.792927186279296592e+01,-3.074116655578613333e+01,9.587345097735893162e-01
1.689927186279296478e+01,3.568833444213865391e+00,9.587337838384806243e-01
1.538927186279296677e+01,-3.969116655578613262e+01,9.586943418395922345e-01
6.999271862792966203e+00,8.288334442138705072e-01,9.586549048025969633e-01
3.840927186279296990e+01,-7.511665557861348930e-01,9.586465891652687921e-01
8.929271862792965919e+00,-1.037116655578613234e+01,9.586435328865219319e-01
2.109927186279296762e+01,-3.738116655578613745e+01,9.586308435326326149e-01
2.395927186279296706e+01,-2.547116655578613376e+01,9.586272263260825488e-01
-4.590728137207037207e+00,-1.072116655578613376e+01,9.586139600711165443e-01
6.989271862792968193e+00,-3.849116655578613688e+01,9.586090165311805800e-01
4.173927186279296819e+01,1.518833444213868233e+00,9.585863836021693007e-01
3.405927186279296137e+01,-1.396116655578613219e+01,9.585756189740041178e-01
5.089927186279296478e+01,-1.128116655578613248e+01,9.585364388516518508e-01
2.925927186279296421e+01,-2.236116655578613432e+01,9.585198968013602938e-01
5.404927186279297047e+01,4.188833444213869939e+00,9.585151083918980186e-01
1.530927186279296137e+01,-1.855116655578613205e+01,9.585006009240949476e-01
1.041927186279296791e+01,-3.781116655578613006e+01,9.584410240506591183e-01
5.089927186279296478e+01,-2.871166555786132335e+00,9.583517770787317591e-01
1.687927186279296166e+01,4.628833444213867665e+00,9.583185666712839001e-01
2.000927186279296421e+01,-1.874116655578613333e+01,9.583136087041090878e-01
2.039927186279296478e+01,-5.791166555786134040e+00,9.583033467755988077e-01
4.939927186279296478e+01,-7.421166555786136598e+00,9.582776294402280959e-01
1.447927186279296308e+01,-1.482116655578613162e+01,9.582518883014967681e-01
2.294927186279296194e+01,-1.700116655578613489e+01,9.582509914391050820e-01
5.750927186279296421e+01,-2.456116655578613361e+01,9.581862382273403922e-01
3.849927186279295910e+01,-2.003116655578613248e+01,9.581796473685995075e-01
1.746927186279296507e+01,9.098833444213866528e+00,9.581753656507598915e-01
1.305927186279296137e+01,2.998833444213865107e+00,9.581604663995721971e-01
2.198927186279296819e+01,7.898833444213870791e+00,9.581562247649245689e-01
1.874927186279296620e+01,-3.382116655578613518e+01,9.581473559339341861e-01
4.480927186279296137e+01,6.688334442138668123e-01,9.581189426397924702e-01
2.173927186279296819e+01,-1.557116655578613162e+01,9.581081072333745841e-01
3.926927186279296933e+01,-1.179116655578613404e+01,9.580876390411815491e-01
5.165927186279296990e+01,-9.131166555786133898e+00,9.580184473506655474e-01
8.519271862792962224e+00,3.028833444213866244e+00,9.580066991124636111e-01
3.143927186279297104e+01,-1.847116655578613376e+01,9.579799713577079601e-01
2.194927186279296194e+01,-7.721166555786133756e+00,9.579385054269560218e-01
3.382927186279297160e+01,-7.511665557861348930e-01,9.579186838464526232e-01
1.467927186279296592e+01,4.498833444213865107e+00,9.578845023850860452e-01
5.668927186279297104e+01,5.258833444213870223e+00,9.578781744632229866e-01
1.772927186279296308e+01,-3.382116655578613518e+01,9.578646244967042866e-01
4.366927186279296080e+01,-2.858116655578613319e+01,9.578354367661311430e-01
2.423927186279296819e+01,-1.071116655578613219e+01,9.578241476463275061e-01
7.292718627929630770e-01,-9.811166555786133614e+00,9.578162084555258415e-01
-1.500728137207033797e+00,-1.493116655578613461e+01,9.578049369054209006e-01
3.226927186279296933e+01,-2.159116655578613475e+01,9.577381181637808494e-01
2.299927186279295910e+01,-1.558116655578613319e+01,9.577277828510638580e-01
3.679271862792965919e+00,-2.478116655578613248e+01,9.577093413881422324e-01
2.116927186279296080e+01,-1.476116655578613290e+01,9.577061302148601740e-01
5.094927186279296194e+01,-9.061166555786130061e+00,9.576839809463889575e-01
1.387927186279296166e+01,3.656883344421387250e+01,9.576808284580606845e-01
2.348927186279296819e+01,-6.731166555786131767e+00,9.576310830322207757e-01
3.453927186279296535e+01,-3.801166555786132051e+00,9.576002590817885851e-01
4.726927186279296933e+01,-1.844116655578613262e+01,9.575955850934853020e-01
4.101927186279296933e+01,-1.694116655578613262e+01,9.575755685415404672e-01
-6.330728137207032091e+00,-3.785116655578613631e+01,9.574900541416707656e-01
6.849271862792967625e+00,-1.020116655578613418e+01,9.574525598764945800e-01
2.636927186279296365e+01,-2.694116655578613262e+01,9.573968618756687476e-01
6.585927186279297985e+01,1.838833444213868518e+00,9.573502622167956444e-01
1.753927186279296535e+01,-2.314116655578613191e+01,9.573290382292363176e-01
1.792927186279296592e+01,-2.697116655578613376e+01,9.573254633564669547e-01
-7.750728137207033797e+00,-3.864116655578613546e+01,9.572658297264016181e-01
2.197927186279296308e+01,7.188334442138639702e-01,9.572592374629815826e-01
3.111927186279296365e+01,-1.771116655578613219e+01,9.572518528846396535e-01
6.152927186279296023e+01,-2.053116655578613248e+01,9.572082459128700149e-01
3.870927186279296706e+01,-6.281166555786136030e+00,9.572050958876466842e-01
5.243927186279297104e+01,6.388833444213865675e+00,9.571950414420580255e-01
1.620927186279296706e+01,-1.859116655578613475e+01,9.571907684531262284e-01
1.383927186279296251e+01,6.248833444213865107e+00,9.571844797638281443e-01
2.689271862792963930e+00,-3.390116655578613347e+01,9.571785882935296419e-01
6.233927186279296251e+01,-2.491116655578613504e+01,9.571742929827445900e-01
-1.002072813720703692e+01,-9.071166555786135177e+00,9.571660426760736362e-01
4.247927186279296308e+01,-2.791166555786134040e+00,9.571650878310293820e-01
-2.570728137207034081e+00,-1.640116655578613347e+01,9.570942538631243002e-01
3.385927186279295853e+01,-1.776116655578613290e+01,9.570762675542643372e-01
2.446927186279297217e+01,-2.699116655578613333e+01,9.570756559226386573e-01
1.823927186279296819e+01,-2.550116655578613489e+01,9.569963662005375182e-01
6.189927186279296478e+01,-1.016116655578613148e+01,9.569803048108186383e-01
2.458927186279296251e+01,-2.235116655578613276e+01,9.569792035619282267e-01
8.559271862792961372e+00,1.088833444213868518e+00,9.569244687213549483e-01
7.819271862792966488e+00,2.208833444213865960e+00,9.569040254539012968e-01
-2.810728137207036070e+00,-1.495116655578613418e+01,9.568743260349952262e-01
2.965927186279296990e+01,-2.467116655578613305e+01,9.568550311637694650e-01
5.770927186279296706e+01,-2.832116655578613518e+01,9.567929260594059127e-01
3.439927186279296478e+01,3.729883344421386226e+01,9.567885437561277628e-01
1.740927186279296279e+01,-3.831166555786133188e+00,9.567589776524622058e-01
5.493927186279297104e+01,-2.306116655578613361e+01,9.567318979607397633e-01
3.629271862792961656e+00,-1.190116655578613347e+01,9.567175809630394934e-01
-5.720728137207032660e+00,-4.004116655578613404e+01,9.567007068500247291e-01
5.736927186279296365e+01,6.788334442138648228e-01,9.566936922965182388e-01
1.906927186279296649e+01,-3.867116655578613660e+01,9.566161818434959496e-01
4.023927186279296819e+01,-1.696116655578613219e+01,9.566080993055768866e-01
6.153927186279296535e+01,-2.557116655578613518e+01,9.565434101723184757e-01
6.892718627929639297e-01,-1.059116655578613475e+01,9.565059448251391760e-01
1.290927186279296279e+01,-3.936116655578613432e+01,9.564903178479213786e-01
3.914927186279296478e+01,3.016883344421386681e+01,9.564898131427110872e-01
8.449271862792961940e+00,-3.012116655578613234e+01,9.564740585877999912e-01
4.717927186279296592e+01,8.888334442138656755e-01,9.564672684366277711e-01
4.003927186279296535e+01,-3.004116655578613404e+01,9.564524855875189413e-01
2.287927186279296876e+01,-2.773116655578613177e+01,9.564349022562038671e-01
5.712927186279296876e+01,-1.319116655578613262e+01,9.564303233928269643e-01
6.373927186279296819e+01,-1.122116655578613376e+01,9.564057035545874275e-01
6.354927186279297047e+01,-7.551166555786132051e+00,9.564054743079164478e-01
2.164927186279296478e+01,-3.103116655578613603e+01,9.563980949098810358e-01
1.970927186279296706e+01,3.158833444213868802e+00,9.563881976638025639e-01
4.779271862792967340e+00,-3.840116655578613347e+01,9.563878438682539285e-01
1.455927186279296137e+01,-1.559116655578613475e+01,9.563854700414864407e-01
2.894927186279296194e+01,-1.545116655578613418e+01,9.563599200238163123e-01
1.972927186279296308e+01,-3.398116655578613177e+01,9.563593194169227596e-01
5.566927186279296080e+01,-2.465116655578613347e+01,9.563387883188361194e-01
2.118927186279297104e+01,5.828833444213870507e+00,9.563307868229069530e-01
6.223927186279296819e+01,-1.153116655578613248e+01,9.563234384820891165e-01
-2.500728137207033797e+00,-1.477116655578613447e+01,9.563094791210582368e-01
5.514927186279296478e+01,4.738833444213867097e+00,9.562996305956943388e-01
1.734927186279296762e+01,-1.322116655578613376e+01,9.562967473085302039e-01
2.900927186279296421e+01,-1.252116655578613447e+01,9.562791822258523977e-01
3.054927186279297047e+01,-1.008116655578613319e+01,9.562344496851440390e-01
2.680927186279296137e+01,-3.606116655578613006e+01,9.562187845016256738e-01
1.086927186279296365e+01,-2.401166555786133472e+00,9.561988015871849544e-01
2.981927186279296649e+01,-9.151166555786133472e+00,9.561945163982726870e-01
5.998927186279296819e+01,-2.108116655578613319e+01,9.561316236778535371e-01
5.625927186279296421e+01,-1.844116655578613262e+01,9.561117734591069173e-01
2.348927186279296819e+01,-7.611166555786134325e+00,9.560880747253824863e-01
2.038927186279295967e+01,4.658833444213868802e+00,9.560371650317592840e-01
2.428927186279296535e+01,8.388334442138685176e-01,9.560262987526015888e-01
5.290927186279296990e+01,-2.154116655578613404e+01,9.560015949169785587e-01
8.509271862792964214e+00,-3.929116655578613404e+01,9.559806498088576632e-01
2.811927186279296365e+01,1.818833444213865391e+00,9.559673500459204831e-01
3.953927186279296535e+01,2.843883344421386283e+01,9.559667268028265719e-01
7.629271862792961656e+00,-2.555116655578613205e+01,9.559439735084712675e-01
-1.570728137207034081e+00,-9.361166555786134325e+00,9.559350228219185563e-01
6.581927186279295938e+01,-2.151166555786133472e+00,9.559203357526706579e-01
2.890927186279296990e+01,-2.411166555786131482e+00,9.558586369561503648e-01
2.599927186279295910e+01,-2.317116655578613305e+01,9.558486027509345284e-01
1.684927186279296762e+01,-9.341166555786134751e+00,9.558034590298695177e-01
8.369271862792963645e+00,-2.248116655578613177e+01,9.557453417917455285e-01
5.586927186279296365e+01,2.928833444213864823e+00,9.557124885547735316e-01
3.958927186279296251e+01,3.573883344421387420e+01,9.556931156782371151e-01
1.826927186279296222e+01,-2.954116655578613404e+01,9.556888112751986686e-01
2.925927186279296421e+01,-2.083116655578613319e+01,9.556755968333294771e-01
1.734927186279296762e+01,-3.061166555786130061e+00,9.556458365648844433e-01
2.041927186279296080e+01,2.908833444213868802e+00,9.556421176115198479e-01
6.386927186279296365e+01,-2.013116655578613390e+01,9.556322828325786167e-01
9.499271862792966203e+00,-2.170116655578613418e+01,9.556191058194573040e-01
3.101927186279296933e+01,-2.384116655578613475e+01,9.555652830861940394e-01
3.923927186279296819e+01,4.598833444213866528e+00,9.555648118896552523e-01
1.469927186279296194e+01,-6.831166555786133188e+00,9.555498888833113824e-01
3.859927186279296762e+01,1.508833444213870223e+00,9.555249523598129402e-01
8.109271862792965635e+00,-9.511166555786132903e+00,9.555132721858400346e-01
-3.790728137207032944e+00,-1.295116655578613418e+01,9.555032309814390779e-01
6.519927186279295483e+01,-2.053116655578613248e+01,9.554708499656779930e-01
3.306927186279296649e+01,-2.111665557861357456e-01,9.554569240710729661e-01
2.457927186279297160e+01,-2.394116655578613262e+01,9.554236009208050273e-01
3.154927186279297047e+01,-1.619116655578613262e+01,9.554210596838437208e-01
6.424927186279296620e+01,-3.401166555786133472e+00,9.553975921873928412e-01
1.759271862792964214e+00,-1.939116655578613191e+01,9.553543385985758807e-01
1.617927186279296592e+01,3.717883344421387193e+01,9.553345545353474355e-01
1.439271862792963930e+00,-3.561116655578613432e+01,9.553063416026805754e-01
2.270927186279296706e+01,-8.891166555786135461e+00,9.552612649658063226e-01
5.090927186279296990e+01,-5.241166555786129777e+00,9.552365818394177310e-01
5.194927186279296194e+01,3.498833444213865107e+00,9.551912188067266385e-01
2.971927186279297217e+01,-1.081116655578613361e+01,9.551380731418827041e-01
6.219271862792965067e+00,8.188334442138653912e-01,9.551153592260560599e-01
-8.507281372070352177e-01,-1.784116655578613475e+01,9.550789697585836402e-01
5.396927186279297217e+01,9.438833444213869939e+00,9.550728183680533556e-01
3.842927186279296592e+01,3.201883344421386113e+01,9.550474267991908572e-01
2.423927186279296819e+01,-8.511166555786132903e+00,9.549756891597073194e-01
6.119271862792963645e+00,-3.935116655578613631e+01,9.549595955075701470e-01
1.273927186279296819e+01,-3.777116655578613091e+01,9.549477086821744898e-01
1.562927186279296166e+01,-2.317116655578613305e+01,9.548663839618584115e-01
4.325927186279296421e+01,-5.221166555786133756e+00,9.548649088940498464e-01
3.005927186279296137e+01,-2.313116655578613390e+01,9.548303371033148856e-01
4.943927186279297104e+01,-1.981166555786131767e+00,9.548298212550025976e-01
3.846927186279297217e+01,3.948833444213867949e+00,9.548281207033645357e-01
7.992718627929633612e-01,-1.022116655578613376e+01,9.547885764942818376e-01
7.229271862792963077e+00,-9.881166555786133898e+00,9.547800492424012297e-01
3.739271862792968193e+00,3.588334442138645386e-01,9.547753263042508820e-01
1.162927186279296166e+01,8.948833444213867949e+00,9.547503544575370871e-01
-6.307281372070363545e-01,-1.269116655578613262e+01,9.547305309764927417e-01
2.422927186279296308e+01,-1.180116655578613205e+01,9.547196526472094824e-01
5.017927186279296592e+01,6.478833444213869086e+00,9.546901700042099703e-01
2.278927186279296535e+01,-1.087116655578613234e+01,9.546480906063877780e-01
1.024927186279296620e+01,-1.699116655578613333e+01,9.546268110659696937e-01
6.460927186279297985e+01,-2.479116655578613404e+01,9.546217042963300869e-01
2.583927186279296251e+01,-1.481116655578613361e+01,9.546001501231321518e-01
6.272927186279296308e+01,-1.003116655578613248e+01,9.545884647962276093e-01
1.466927186279296791e+01,7.328833444213870507e+00,9.545847481939767620e-01
5.268927186279297104e+01,2.478833444213869086e+00,9.545567620573226497e-01
3.190927186279296990e+01,-1.395116655578613418e+01,9.545409936269508844e-01
5.141927186279296080e+01,-1.392116655578613305e+01,9.545337453911755254e-01
1.744927186279296194e+01,-8.611665557861343245e-01,9.545095055147772012e-01
-2.360728137207033228e+00,-3.801116655578613290e+01,9.544954219905779080e-01
1.741927186279296791e+01,8.118833444213869655e+00,9.543997608925636200e-01
6.035927186279297274e+01,-5.391166555786135461e+00,9.543992717578445584e-01
-3.100728137207035218e+00,-2.477116655578613447e+01,9.543852402657903022e-01
5.584927186279296762e+01,-3.451166555786130630e+00,9.543777389368063302e-01
6.582927186279297871e+01,-6.831166555786133188e+00,9.543725800251571245e-01
2.157927186279297160e+01,-2.700116655578613489e+01,9.543627655043157576e-01
4.478927186279296535e+01,2.878833444213867665e+00,9.542504717301575345e-01
2.730927186279296137e+01,-6.621166555786132335e+00,9.542447974319999693e-01
1.959271862792967056e+00,-3.852116655578613091e+01,9.542411977824993841e-01
1.309271862792961372e+00,-1.862116655578613234e+01,9.542272041145752892e-01
6.307927186279297160e+01,-2.255116655578613205e+01,9.542123410534903982e-01
6.189271862792963930e+00,-3.860116655578613631e+01,9.541946830886787190e-01
4.325927186279296421e+01,-4.531166555786136030e+00,9.541408634308307102e-01
7.759271862792964214e+00,-7.001166555786134893e+00,9.541135391946673483e-01
4.643927186279297104e+01,-2.079116655578613404e+01,9.540631774766193951e-01
5.221927186279297217e+01,-2.839116655578613546e+01,9.540485156620681639e-01
1.543927186279296393e+01,2.868833444213869655e+00,9.539968447493489823e-01
5.589271862792962509e+00,-3.708116655578613319e+01,9.539869127735899346e-01
5.014927186279296478e+01,-1.073116655578613177e+01,9.539679332131969502e-01
3.048927186279296819e+01,-2.387116655578613234e+01,9.539665874292516667e-01
5.702927186279296023e+01,-1.881116655578613361e+01,9.539458303133590000e-01
2.122927186279296308e+01,-3.651166555786133472e+00,9.539205928184893990e-01
1.387927186279296166e+01,-4.961166555786135746e+00,9.539193389146265467e-01
1.169927186279296194e+01,8.368833444213869655e+00,9.539151438859900800e-01
2.585927186279295853e+01,-1.831166555786133188e+00,9.538763452539020804e-01
1.818927186279296393e+01,6.698833444213867949e+00,9.538416258439504913e-01
4.628927186279296535e+01,-1.060116655578613276e+01,9.538392392031485034e-01
5.701927186279296933e+01,-2.872116655578613376e+01,9.538345674681146802e-01
3.034927186279296762e+01,-2.842116655578613305e+01,9.538333151534404974e-01
2.805927186279296137e+01,-5.371166555786132335e+00,9.537826024853752749e-01
1.112927186279296166e+01,-1.939116655578613191e+01,9.537745768963569182e-01
1.676927186279296222e+01,-3.233116655578613319e+01,9.537625372546482128e-01
8.049271862792963361e+00,-1.783116655578613319e+01,9.537101671461535313e-01
3.172927186279296308e+01,-1.925116655578613489e+01,9.536791712712232583e-01
3.145927186279296706e+01,-2.544116655578613262e+01,9.536687734533058070e-01
1.159927186279296762e+01,-3.147116655578613376e+01,9.536392672674037785e-01
2.143927186279297104e+01,-3.612116655578613234e+01,9.536286412918393296e-01
-9.707281372070326597e-01,-1.341116655578613148e+01,9.536280358962944126e-01
3.341927186279296080e+01,-2.388116655578613390e+01,9.535954498655186962e-01
1.351927186279296222e+01,-2.773116655578613177e+01,9.535941859942029808e-01
9.369271862792963645e+00,5.788334442138705072e-01,9.535874117947771289e-01
6.539271862792965351e+00,-2.166116655578613504e+01,9.535806315578986281e-01
1.690927186279296279e+01,-1.661166555786131482e+00,9.535683066787075113e-01
5.062927186279296876e+01,-1.049116655578613333e+01,9.535648489197607880e-01
-5.810728137207036070e+00,-1.178116655578613248e+01,9.535614590278044256e-01
2.273927186279296819e+01,-1.166116655578613148e+01,9.535208012233020725e-01
2.231927186279296649e+01,-1.328116655578613248e+01,9.535029095334706106e-01
2.141927186279296080e+01,-2.470116655578613418e+01,9.534559547272702940e-01
1.693927186279296393e+01,3.228833444213869086e+00,9.534212785985485272e-01
6.491927186279295370e+01,-5.051166555786132051e+00,9.533982903235826978e-01
5.338927186279295967e+01,-2.314116655578613191e+01,9.533681257139337006e-01
5.429271862792965919e+00,3.218833444213863970e+00,9.533376613757945650e-01
5.325927186279296421e+01,9.338833444213868518e+00,9.533348441793301209e-01
3.628927186279296535e+01,-2.570116655578613418e+01,9.533029672338688698e-01
6.201927186279296933e+01,-1.961166555786135746e+00,9.532881391118323000e-01
7.449271862792961940e+00,-2.247116655578613376e+01,9.532650652540961556e-01
1.308927186279296251e+01,-2.231166555786131767e+00,9.532529668596656514e-01
1.388927186279296677e+01,5.568833444213865391e+00,9.532512507626900167e-01
1.868927186279296393e+01,-3.071116655578613575e+01,9.532109854244007474e-01
5.660927186279297274e+01,-3.291166555786134040e+00,9.532014008789353454e-01
6.080927186279296137e+01,-2.277116655578613447e+01,9.531496951785430882e-01
-5.910728137207037491e+00,-1.494116655578613262e+01,9.531421117151783751e-01
1.894927186279296194e+01,-1.187116655578613234e+01,9.531377483944172280e-01
2.811927186279296365e+01,6.088334442138645386e-01,9.531284187940887165e-01
2.591927186279296080e+01,-2.545116655578613418e+01,9.530722591783102882e-01
1.564927186279296478e+01,-1.326116655578613290e+01,9.530468549711037518e-01
1.387927186279296166e+01,-7.861166555786134325e+00,9.530412057068999854e-01
2.149927186279295910e+01,-2.747116655578613376e+01,9.529852931206762578e-01
6.148927186279296819e+01,-9.821166555786131624e+00,9.529522597324933120e-01
1.693927186279296393e+01,-3.917116655578613660e+01,9.529415121325003346e-01
3.067927186279296592e+01,-4.151166555786133472e+00,9.529393543015872714e-01
-3.890728137207034365e+00,-1.040116655578613347e+01,9.529360621446768542e-01
2.504927186279297047e+01,1.738833444213867097e+00,9.529235999520422329e-01
2.887927186279296876e+01,-4.181166555786134609e+00,9.528736072055815631e-01
3.213927186279295967e+01,-8.081166555786133188e+00,9.528489620599434051e-01
1.836927186279296365e+01,-3.539116655578613546e+01,9.528327309486080976e-01
5.463927186279295967e+01,-2.839116655578613546e+01,9.528319942965611800e-01
3.072927186279296308e+01,-1.926116655578613290e+01,9.528251843661839082e-01
4.938927186279295967e+01,3.188833444213869939e+00,9.528234073849711772e-01
1.915927186279296279e+01,-3.012116655578613234e+01,9.528079084913007035e-01
6.006927186279296649e+01,-2.585116655578613276e+01,9.528032863008263353e-01
