x_m,y_m,height_m
3.559927186279296762e+01,-3.494116655578613262e+01,1.234619853032129289e+00
3.136927186279296365e+01,-3.469116655578613262e+01,1.233909451713891325e+00
-7.080728137207032091e+00,-4.060116655578613631e+01,1.233372902935332638e+00
6.609927186279296052e+01,-1.898116655578613177e+01,1.233170654995981108e+00
2.265927186279296990e+01,-4.027116655578613091e+01,1.230998120361928461e+00
3.351927186279296933e+01,-3.454116655578613404e+01,1.229742605459121174e+00
2.137927186279296876e+01,-4.078116655578613603e+01,1.228981676259102374e+00
6.663927186279295256e+01,7.883344421387050716e-02,1.228813309850966595e+00
3.065927186279296990e+01,-3.396116655578613575e+01,1.228662077855130708e+00
9.129271862792961656e+00,-4.060116655578613631e+01,1.227972489641199205e+00
3.336927186279296365e+01,-3.550116655578613489e+01,1.227446675118336383e+00
2.450927186279296421e+01,-3.970116655578613063e+01,1.227187031458378597e+00
1.146927186279296507e+01,-4.052116655578613091e+01,1.227020701360341581e+00
2.679271862792965919e+00,-4.077116655578613091e+01,1.226663134364741836e+00
2.958927186279296251e+01,-3.436116655578613432e+01,1.226267346819331250e+00
3.605927186279296137e+01,-3.386116655578613432e+01,1.226124621039559548e+00
3.006927186279296649e+01,-3.238116655578613745e+01,1.225707520956018204e+00
2.492927186279296592e+01,-3.123116655578613177e+01,1.225434559393578038e+00
3.419927186279296194e+01,-3.389116655578613546e+01,1.224375956223845874e+00
1.672927186279296308e+01,-4.022116655578613376e+01,1.224113162413014377e+00
3.259927186279296762e+01,-3.234116655578613120e+01,1.223646202860382504e+00
-8.440728137207038628e+00,-4.039116655578613546e+01,1.223146151223470479e+00
1.525927186279296421e+01,-4.016116655578613148e+01,1.223121348130165265e+00
2.762927186279296876e+01,-3.831116655578613006e+01,1.222887028005948729e+00
-7.470728137207032660e+00,-2.057116655578613162e+01,1.222674956827123127e+00
6.617927186279297302e+01,-1.612116655578613234e+01,1.221610862376276918e+00
3.712927186279296876e+01,-1.157116655578613162e+01,1.221207412445347362e+00
3.255927186279296137e+01,-3.547116655578613376e+01,1.220560890722901526e+00
-4.000728137207033797e+00,-4.109116655578613120e+01,1.219268247898024571e+00
2.253927186279296535e+01,-4.109116655578613120e+01,1.218740520270622296e+00
2.765927186279296990e+01,-3.974116655578613688e+01,1.217941402940033946e+00
-1.220728137207032660e+00,-4.031116655578613717e+01,1.217507341715983626e+00
2.818927186279297104e+01,-4.043116655578613461e+01,1.216341798936704688e+00
4.729271862792963077e+00,3.815883344421386170e+01,1.215999999999999304e+00
1.746927186279296507e+01,3.849883344421386511e+01,1.215943369594870038e+00
3.279927186279297047e+01,-1.285116655578613276e+01,1.215309311731952446e+00
3.913927186279295967e+01,3.717883344421387193e+01,1.214723689083569091e+00
2.444927186279296194e+01,-4.022116655578613376e+01,1.213809740606731413e+00
-3.020728137207036923e+00,-4.092116655578613660e+01,1.213472472054925033e+00
3.170927186279296706e+01,-3.399116655578613688e+01,1.213217372523143434e+00
1.064927186279296478e+01,-4.067116655578613660e+01,1.213215637117138535e+00
3.255927186279296137e+01,-3.464116655578613546e+01,1.212999513809603913e+00
3.035927186279295853e+01,-3.390116655578613347e+01,1.212195180561138397e+00
6.615927186279296279e+01,-1.941116655578613504e+01,1.212170824590154128e+00
3.345927186279296706e+01,-3.497116655578613376e+01,1.211882793611496423e+00
1.473927186279296819e+01,-4.109116655578613120e+01,1.211832318112994633e+00
8.049271862792963361e+00,-4.090116655578613347e+01,1.211744169425757800e+00
1.890927186279296279e+01,-4.005116655578613205e+01,1.211669302827596884e+00
6.652927186279296734e+01,-1.611665557861314824e-01,1.211482425568308985e+00
2.864927186279296478e+01,-3.456116655578613006e+01,1.210597722019962186e+00
6.626927186279297644e+01,-1.637116655578613234e+01,1.210062396613046598e+00
6.631927186279295938e+01,-1.411116655578613432e+01,1.209922015714842258e+00
5.429271862792965919e+00,3.803883344421387136e+01,1.209571736800335362e+00
3.889927186279296478e+01,3.722883344421386909e+01,1.209335356411801232e+00
3.404927186279297047e+01,-3.434116655578613120e+01,1.209095596684601315e+00
3.989927186279296478e+01,3.720883344421387307e+01,1.208951258340856372e+00
2.761927186279296365e+01,-3.757116655578613518e+01,1.208866383308222270e+00
2.329927186279297047e+01,-4.007116655578613518e+01,1.208221170409953027e+00
3.532927186279297160e+01,-3.397116655578613376e+01,1.208200607973975105e+00
1.580927186279296137e+01,-4.031116655578613717e+01,1.208137610609435253e+00
2.902927186279296023e+01,-3.989116655578613546e+01,1.207969001952587274e+00
2.931927186279296649e+01,-3.394116655578613262e+01,1.206990135260006536e+00
2.826927186279296933e+01,-3.357116655578613518e+01,1.205344554574441451e+00
2.320927186279296706e+01,-3.770116655578613063e+01,1.204844252734568411e+00
1.798927186279296819e+01,-4.002116655578613091e+01,1.204683027889449587e+00
2.707927186279297160e+01,-3.456116655578613006e+01,1.202984267535810003e+00
3.119927186279296194e+01,-3.234116655578613120e+01,1.202968664837780866e+00
2.552927186279296023e+01,-3.968116655578613461e+01,1.202671564749499433e+00
3.369927186279296194e+01,-3.393116655578613461e+01,1.202599040615482950e+00
3.076927186279296933e+01,-3.482116655578613518e+01,1.201424104459496656e+00
8.879271862792961656e+00,-4.018116655578613461e+01,1.201243068370150713e+00
6.599927186279296620e+01,-1.532116655578613162e+01,1.201083772905633840e+00
3.380927186279296137e+01,3.735883344421386454e+01,1.200680635112347794e+00
2.783927186279296251e+01,-3.753116655578613603e+01,1.200067119692487472e+00
-2.100728137207035218e+00,-3.726116655578613290e+01,1.199337201833349020e+00
2.441927186279296080e+01,-3.927116655578613091e+01,1.198586894824384297e+00
2.585927186279295853e+01,-4.037116655578613234e+01,1.198343470117862797e+00
3.733927186279296251e+01,3.725883344421387022e+01,1.198300983725424818e+00
-5.060728137207036070e+00,-4.109116655578613120e+01,1.197771052096591626e+00
3.000927186279296421e+01,-3.392116655578613660e+01,1.197606008193659033e+00
2.843927186279297104e+01,-3.992116655578613660e+01,1.197504271836016265e+00
6.352927186279296023e+01,-8.071166555786135177e+00,1.197470455017577429e+00
2.725927186279296421e+01,-3.945116655578613063e+01,1.197260529418976205e+00
2.495927186279296706e+01,-3.699116655578613688e+01,1.197193083091437238e+00
5.736927186279296365e+01,-1.045116655578613418e+01,1.196054017181190643e+00
3.268927186279297104e+01,-3.317116655578613660e+01,1.195945978020038991e+00
2.776927186279296933e+01,-3.672116655578613376e+01,1.195721841775877481e+00
2.928927186279296535e+01,-3.319116655578613262e+01,1.195518618864174654e+00
3.107927186279297160e+01,-3.465116655578613347e+01,1.195248241137589318e+00
3.160927186279295853e+01,-3.548116655578613177e+01,1.194785060376039709e+00
5.439271862792963930e+00,-4.014116655578613546e+01,1.194662133595088660e+00
3.401927186279296933e+01,-3.382116655578613518e+01,1.194604403816744265e+00
2.839927186279296478e+01,-3.072116655578613376e+01,1.194332187876156137e+00
3.565927186279296990e+01,-3.403116655578613603e+01,1.194023705347944997e+00
6.616927186279295370e+01,-1.965116655578613347e+01,1.193540532634314255e+00
2.526927186279296933e+01,-4.059116655578613120e+01,1.193433309383631347e+00
-9.707281372070326597e-01,-4.027116655578613091e+01,1.192979596543290555e+00
7.979271862792963077e+00,-4.046116655578613575e+01,1.192267838201966246e+00
2.290927186279296990e+01,-4.109116655578613120e+01,1.192173856309669766e+00
2.400927186279296421e+01,-4.109116655578613120e+01,1.192156158604063654e+00
2.736927186279296365e+01,-3.147116655578613376e+01,1.192087346880996490e+00
7.819271862792966488e+00,3.797883344421386909e+01,1.192039689013077108e+00
2.310927186279295853e+01,-4.097116655578613376e+01,1.191939709501835809e+00
-6.030728137207034933e+00,-4.109116655578613120e+01,1.191601851594749295e+00
2.393927186279297104e+01,-3.384116655578613120e+01,1.191546503592931128e+00
6.610927186279297985e+01,-1.979116655578613404e+01,1.191371375997783311e+00
2.736927186279296365e+01,-3.777116655578613091e+01,1.191126180737726470e+00
2.802927186279296023e+01,-3.227116655578613091e+01,1.190864418514376410e+00
3.311927186279296365e+01,-3.382116655578613518e+01,1.190697235257215603e+00
1.603927186279296535e+01,-4.109116655578613120e+01,1.190650228632788465e+00
1.849927186279296620e+01,3.849883344421386511e+01,1.190596380320738001e+00
3.092927186279296592e+01,-3.410116655578613631e+01,1.190176462925874201e+00
3.137927186279296876e+01,3.849883344421386511e+01,1.190099999999999270e+00
2.742927186279296592e+01,-4.006116655578613717e+01,1.190026526794199624e+00
2.390927186279296990e+01,-3.462116655578613234e+01,1.188621069056213342e+00
-1.520728137207036923e+00,-4.033116655578613319e+01,1.188443318138436400e+00
2.107927186279297160e+01,-4.109116655578613120e+01,1.187620661134652478e+00
2.228927186279296535e+01,-4.001116655578613290e+01,1.187177310543131581e+00
3.475927186279296421e+01,-3.547116655578613376e+01,1.187143028964876557e+00
3.441927186279296080e+01,-3.441116655578613148e+01,1.185299644844630906e+00
3.169927186279296194e+01,-3.235116655578613631e+01,1.185277552756839103e+00
3.159271862792962793e+00,-4.023116655578613177e+01,1.184600861677786110e+00
2.555927186279296137e+01,-3.936116655578613432e+01,1.184178295989818608e+00
3.074927186279295910e+01,-3.331116655578613006e+01,1.183688016803183807e+00
2.949927186279295910e+01,-3.492116655578613660e+01,1.183484345207286736e+00
1.956927186279296649e+01,-4.013116655578613035e+01,1.183440407856756638e+00
2.670927186279296706e+01,-3.677116655578613091e+01,1.183265834595001786e+00
7.579271862792964498e+00,-4.070116655578613063e+01,1.183141152979974464e+00
1.259271862792964214e+00,-4.057116655578613518e+01,1.183074010580232427e+00
3.060927186279295853e+01,-3.548116655578613177e+01,1.182990008256922243e+00
2.531927186279296649e+01,-3.386116655578613432e+01,1.182833578805035035e+00
2.352927186279296023e+01,-4.043116655578613461e+01,1.181999182696436002e+00
1.392927186279296592e+01,-4.054116655578613404e+01,1.181823507517484773e+00
1.970927186279296706e+01,-4.072116655578613376e+01,1.181815654509128510e+00
-3.880728137207036355e+00,-4.022116655578613376e+01,1.181597836979567218e+00
2.527927186279296023e+01,-3.562116655578613234e+01,1.181469138068201641e+00
1.105927186279296137e+01,-4.109116655578613120e+01,1.181360705335539718e+00
7.059271862792961372e+00,-4.021116655578613575e+01,1.180975135344283444e+00
6.594927186279295483e+01,-1.204116655578613404e+01,1.179467296171220703e+00
3.750927186279296421e+01,3.717883344421387193e+01,1.178969654004293544e+00
2.409927186279296762e+01,-3.955116655578613205e+01,1.178573197043493392e+00
3.199927186279295910e+01,-3.463116655578613745e+01,1.178509973832439384e+00
3.329927186279297047e+01,-3.383116655578613319e+01,1.178257804277383469e+00
6.319271862792966488e+00,-4.039116655578613546e+01,1.177763382070823983e+00
6.608927186279296961e+01,-1.723116655578613177e+01,1.177639137566591332e+00
3.882927186279297160e+01,-1.116655578613290345e-02,1.177433540118681066e+00
1.133927186279296251e+01,-4.081116655578613717e+01,1.177108369253946796e+00
-2.790728137207032944e+00,-4.076116655578613290e+01,1.176931141091307254e+00
2.980927186279296137e+01,-3.411116655578613432e+01,1.176540924120912157e+00
2.385927186279295853e+01,-4.069116655578613262e+01,1.176171641374524235e+00
2.818927186279297104e+01,-3.711116655578613432e+01,1.175963555270436833e+00
2.990927186279296990e+01,-3.352116655578613091e+01,1.175866890591227287e+00
1.067927186279296592e+01,-4.040116655578613347e+01,1.175849391394017562e+00
2.852927186279296023e+01,-3.758116655578613319e+01,1.175575587115001541e+00
3.310927186279295853e+01,-3.234116655578613120e+01,1.175495516639001314e+00
9.769271862792962224e+00,-4.053116655578613603e+01,1.174868240114396167e+00
2.829927186279297047e+01,-3.531116655578613006e+01,1.174834922324969000e+00
1.449271862792961940e+00,-4.062116655578613234e+01,1.174412313148556652e+00
2.501927186279296933e+01,-3.733116655578613319e+01,1.174176699084401809e+00
