tile_id,row_type,row_id,row_pos,plant_id,plant_coord,plant_x,plant_y,plant_height
2_3,X,11,4.511663799285889,53,37.889977,4.511663799285889,37.889977,1.0166404152426767
2_3,Y,2,36.759341125488284,24,7.7663407,7.7663407,36.759341125488284,0.9931808548691516
2_3,X,24,14.721654062271119,42,33.97336,14.721654062271119,33.97336,0.9774421570832059
2_3,Y,3,38.159373168945315,23,14.807337,14.807337,38.159373168945315,0.9689960623679835
2_3,X,16,8.52165997505188,42,37.399075,8.52165997505188,37.399075,0.9577931980452168
2_3,X,10,3.7116645622253417,56,37.426735,3.7116645622253417,37.426735,0.9387238500935944
2_3,X,24,14.721654062271119,43,34.263237,14.721654062271119,34.263237,0.9347248607123793
2_3,X,15,7.741660718917847,53,37.182983,7.741660718917847,37.182983,0.9320503426244516
2_3,X,24,14.721654062271119,53,37.70176,14.721654062271119,37.70176,0.9212098899096642
2_3,Y,2,36.759341125488284,25,7.9763255,7.9763255,36.759341125488284,0.919405243159359
2_3,X,10,3.7116645622253417,57,37.756664,3.7116645622253417,37.756664,0.9190466658932774
2_3,X,15,7.741660718917847,47,35.41366,7.741660718917847,35.41366,0.9171292982825324
2_3,X,14,6.991661434173584,51,37.3468,6.991661434173584,37.3468,0.9171104789800426
2_3,X,15,7.741660718917847,55,37.642807,7.741660718917847,37.642807,0.9169269567053325
2_3,X,24,14.721654062271119,54,37.92166,14.721654062271119,37.92166,0.9147491004626592
2_3,X,20,11.631657009124757,45,36.712013,11.631657009124757,36.712013,0.9147355309599181
2_3,X,15,7.741660718917847,52,37.00305,7.741660718917847,37.00305,0.9130406360649658
2_3,X,12,5.421662931442261,49,37.765182,5.421662931442261,37.765182,0.9099608738041342
2_3,X,12,5.421662931442261,48,37.495255,5.421662931442261,37.495255,0.9042290592984774
2_3,X,9,2.951665287017822,49,37.06742,2.951665287017822,37.06742,0.9032004660131417
2_3,X,15,7.741660718917847,54,37.382908,7.741660718917847,37.382908,0.9029318455563378
2_3,X,22,13.101655607223512,50,37.93669,13.101655607223512,37.93669,0.8950743705331503
2_3,Y,1,35.94932258605957,26,8.456018,8.456018,35.94932258605957,0.8944044107568557
2_3,X,22,13.101655607223512,48,37.1568,13.101655607223512,37.1568,0.8941873627013207
2_3,Y,2,36.759341125488284,37,14.795839,14.795839,36.759341125488284,0.8933790620412867
2_3,Y,3,38.159373168945315,24,15.507136,15.507136,38.159373168945315,0.8931246048029678
2_3,X,24,14.721654062271119,52,37.132004,14.721654062271119,37.132004,0.892656366634528
2_3,Y,2,36.759341125488284,22,6.166455,6.166455,36.759341125488284,0.8909232084609527
2_3,X,24,14.721654062271119,46,35.46272,14.721654062271119,35.46272,0.8905646257970308
2_3,X,4,-0.8983310413360596,63,36.868156,-0.8983310413360596,36.868156,0.8885956652718875
2_3,X,12,5.421662931442261,38,34.026184,5.421662931442261,34.026184,0.8879077773066372
2_3,X,23,13.921654825210572,42,36.814316,13.921654825210572,36.814316,0.886551710864734
2_3,X,17,9.31165922164917,47,37.555626,9.31165922164917,37.555626,0.8863057985023237
