tile_id,row_type,row_id,row_pos,plant_id,plant_coord,plant_x,plant_y,plant_height
2_1,Y,6,-17.080975646972657,62,14.616662,14.616662,-17.080975646972657,1.0165955569496024
2_1,Y,10,-14.080906982421874,58,14.23975,14.23975,-14.080906982421874,1.006273021350498
2_1,X,25,14.687805538177491,43,-5.100485,14.687805538177491,-5.100485,1.0054648657143874
2_1,X,1,-3.842618579864502,35,-9.411083,-3.842618579864502,-9.411083,1.0022023638010196
2_1,Y,7,-16.330958480834962,64,14.335455,14.335455,-16.330958480834962,0.9985308112940641
2_1,X,10,2.997537975311279,25,-9.801193,2.997537975311279,-9.801193,0.9972235123699073
2_1,X,12,4.557573680877685,11,-16.051018,4.557573680877685,-16.051018,0.9971621954982333
2_1,X,23,13.087768917083741,23,-9.38809,13.087768917083741,-9.38809,0.9952372921528793
2_1,Y,13,-11.820855255126952,62,14.546127,14.546127,-11.820855255126952,0.9950068849976853
2_1,X,24,13.907787685394288,50,-3.3910408,13.907787685394288,-3.3910408,0.9915838519991147
2_1,X,23,13.087768917083741,24,-9.148185,13.087768917083741,-9.148185,0.9907677986090744
2_1,X,2,-3.1126018714904786,16,-15.030701,-3.1126018714904786,-15.030701,0.9878347965709203
2_1,Y,12,-12.600873107910155,66,14.446108,14.446108,-12.600873107910155,0.9876304620569288
2_1,Y,11,-13.330889816284179,56,15.189943,15.189943,-13.330889816284179,0.9873748076125088
2_1,Y,5,-17.830992813110353,64,15.551229,15.551229,-17.830992813110353,0.986635821367112
2_1,X,25,14.687805538177491,33,-8.1695795,14.687805538177491,-8.1695795,0.9864194382430472
2_1,Y,10,-14.080906982421874,56,13.699815,13.699815,-14.080906982421874,0.9862940891481854
2_1,X,1,-3.842618579864502,34,-9.75108,-3.842618579864502,-9.75108,0.9861040076334692
2_1,Y,7,-16.330958480834962,13,-0.062674284,-0.062674284,-16.330958480834962,0.9859715095563788
2_1,X,24,13.907787685394288,41,-6.4008756,13.907787685394288,-6.4008756,0.985969903960255
2_1,Y,8,-15.610942001342773,59,14.674652,14.674652,-15.610942001342773,0.9858411160810012
2_1,X,1,-3.842618579864502,44,-6.6611104,-3.842618579864502,-6.6611104,0.9846648261359201
