tile_id,row_type,row_id,row_pos,plant_id,plant_coord,plant_x,plant_y,plant_height
0_1,X,2,-38.284795989990236,25,-21.825329,-38.284795989990236,-21.825329,0.7069441014522904
0_1,Y,2,-30.26604866027832,20,-37.096672,-37.096672,-30.26604866027832,0.7017564615713052
0_1,X,1,-43.62491821289063,13,-21.824314,-43.62491821289063,-21.824314,0.7008276273594377
0_1,Y,9,-24.865925064086912,13,-38.292854,-38.292854,-24.865925064086912,0.7004971741133366
0_1,Y,12,-22.565872421264647,10,-40.098495,-40.098495,-22.565872421264647,0.6980550532551493
0_1,Y,6,-27.18597816467285,25,-35.25848,-35.25848,-27.18597816467285,0.6968039189255649
0_1,X,2,-38.284795989990236,15,-26.376347,-38.284795989990236,-26.376347,0.6924061833434385
0_1,Y,8,-25.645942916870116,5,-41.648705,-41.648705,-25.645942916870116,0.6874881114710576
0_1,Y,7,-26.385959854125975,11,-39.572357,-39.572357,-26.385959854125975,0.686651351873995
0_1,Y,7,-26.385959854125975,4,-41.967484,-41.967484,-26.385959854125975,0.6862870796378445
0_1,Y,7,-26.385959854125975,5,-41.807808,-41.807808,-26.385959854125975,0.6862786857708408
0_1,X,1,-43.62491821289063,9,-23.799297,-43.62491821289063,-23.799297,0.6830257415822737
0_1,Y,8,-25.645942916870116,19,-34.721027,-34.721027,-25.645942916870116,0.6805970610853634
0_1,Y,6,-27.18597816467285,21,-37.517456,-37.517456,-27.18597816467285,0.677803189492423
0_1,Y,8,-25.645942916870116,3,-42.407352,-42.407352,-25.645942916870116,0.6763361874697613
0_1,Y,7,-26.385959854125975,2,-43.025333,-43.025333,-26.385959854125975,0.673227002241993
0_1,Y,8,-25.645942916870116,6,-40.870087,-40.870087,-25.645942916870116,0.6722313007125296
0_1,Y,9,-24.865925064086912,21,-34.739456,-34.739456,-24.865925064086912,0.6718366253541836
0_1,Y,9,-24.865925064086912,14,-37.55423,-37.55423,-24.865925064086912,0.6697666186689473
0_1,Y,12,-22.565872421264647,1,-43.597878,-43.597878,-22.565872421264647,0.6693164874680503
0_1,Y,10,-24.08590721130371,20,-35.481804,-35.481804,-24.08590721130371,0.6688469705768179
0_1,Y,7,-26.385959854125975,3,-42.206997,-42.206997,-26.385959854125975,0.668136579938533
0_1,Y,12,-22.565872421264647,8,-40.97834,-40.97834,-22.565872421264647,0.66811818723564
0_1,Y,9,-24.865925064086912,18,-35.837418,-35.837418,-24.865925064086912,0.6677316200828513
0_1,Y,7,-26.385959854125975,24,-34.94177,-34.94177,-26.385959854125975,0.6648066689387997
0_1,Y,7,-26.385959854125975,18,-37.29698,-37.29698,-26.385959854125975,0.6636079870477907
0_1,Y,5,-27.965996017456053,28,-35.279587,-35.279587,-27.965996017456053,0.6632879075376952
0_1,Y,7,-26.385959854125975,23,-35.321,-35.321,-26.385959854125975,0.6603250854268697
0_1,Y,9,-24.865925064086912,3,-43.163803,-43.163803,-24.865925064086912,0.6596581795463833
0_1,Y,8,-25.645942916870116,13,-37.7157,-37.7157,-25.645942916870116,0.6595135159265727
0_1,Y,12,-22.565872421264647,3,-42.67804,-42.67804,-22.565872421264647,0.6590060764040402
0_1,Y,7,-26.385959854125975,19,-37.097385,-37.097385,-26.385959854125975,0.6581453697935784
0_1,Y,9,-24.865925064086912,19,-35.657753,-35.657753,-24.865925064086912,0.6577717507344821
0_1,Y,1,-30.986065139770506,21,-35.897606,-35.897606,-30.986065139770506,0.6560083822289544
0_1,X,1,-43.62491821289063,11,-23.320515,-43.62491821289063,-23.320515,0.6556643449865384
0_1,Y,12,-22.565872421264647,25,-34.859425,-34.859425,-22.565872421264647,0.6555412040723023
0_1,Y,12,-22.565872421264647,15,-38.078854,-38.078854,-22.565872421264647,0.6548767397860285
0_1,Y,7,-26.385959854125975,17,-38.05544,-38.05544,-26.385959854125975,0.6545085575184453
0_1,Y,7,-26.385959854125975,26,-34.442783,-34.442783,-26.385959854125975,0.653687251483599
0_1,Y,12,-22.565872421264647,20,-36.27917,-36.27917,-22.565872421264647,0.6535900067340552
0_1,Y,10,-24.08590721130371,21,-35.162025,-35.162025,-24.08590721130371,0.6527858530155637
0_1,Y,11,-23.34589027404785,13,-38.67578,-38.67578,-23.34589027404785,0.6523833868554687
0_1,Y,9,-24.865925064086912,12,-38.851814,-38.851814,-24.865925064086912,0.6513716237465574
0_1,Y,12,-22.565872421264647,13,-38.798725,-38.798725,-22.565872421264647,0.6508724752175082
0_1,Y,8,-25.645942916870116,4,-42.008064,-42.008064,-25.645942916870116,0.6491793193304299
0_1,Y,7,-26.385959854125975,1,-43.52432,-43.52432,-26.385959854125975,0.6482714984224551
